timestamp,direction,entry_price,exit_price,exit_time,confidence,position_size,pnl_pct,pnl_dollar,position_value,leverage,volatility,exit_reason,drawdown_at_entry,month
2024-05-01 07:08:00,short,58185.1,58535.8,2024-05-01 07:10:00,0.94945705,0.02,-4.419121390184138,-88.38242780368276,2000.0,7.0,0.0032059586944867186,stop_loss,0.0,2024-05
2024-05-01 07:09:00,short,58451.1,58385.0,2024-05-01 07:11:00,0.95832765,0.02,0.5916018689126292,11.821579936359047,1998.2323514439265,7.0,0.003453369032386547,time_exit,-0.08838242780367728,2024-05
2024-05-01 07:10:00,short,58535.8,58432.5,2024-05-01 07:15:00,0.9067092,0.02,1.0353124071081634,20.690395263024115,1998.4687830426535,7.0,0.0034955230662001985,time_exit,-0.07656084786732391,2024-05
2024-05-01 07:11:00,long,58385.0,58568.9,2024-05-01 07:16:00,0.8812188,0.019966229796409607,2.004847135394382,40.006874095171206,1995.5074573454337,7.0,0.0034973893020791218,time_exit,-0.05587045260430023,2024-05
2024-05-01 07:12:00,long,58570.1,58568.9,2024-05-01 07:16:00,0.8512429,0.019345726817846298,-0.21434178872834367,-4.145939891606991,1934.2657893284386,7.0,0.003624590276486847,time_exit,-0.015863578509131913,2024-05
2024-05-01 07:13:00,short,58530.3,58288.1,2024-05-01 07:20:00,0.8251172,0.018804922699928284,2.696619357836933,50.6995718047845,1880.1159925460397,7.0,0.0036195270669346995,take_profit,-0.02000951840073685,2024-05
2024-05-01 07:14:00,long,58487.3,58568.9,2024-05-01 07:16:00,0.7851635,0.017977885901927948,0.7766222752631594,13.96631160701303,1798.340332471217,7.0,0.00361733734548523,time_exit,0.0,2024-05
2024-05-01 07:15:00,short,58432.5,58244.6,2024-05-01 07:22:00,0.85331595,0.01938863843679428,2.0509733453129857,39.78333849861338,1939.7296697945292,7.0,0.003616689267669675,time_exit,0.0,2024-05
2024-05-01 07:16:00,long,58568.9,58342.8,2024-05-01 07:18:00,0.8416203,0.019146539270877838,-2.9022873914312712,-55.615681611191256,1916.270655187053,7.0,0.003660407381962966,stop_loss,0.0,2024-05
2024-05-01 07:17:00,short,58483.8,58244.6,2024-05-01 07:22:00,0.85385877,0.01939987577497959,2.6630150571611804,51.67705240851222,1940.5467599421252,7.0,0.003662115967735976,take_profit,-0.05556875951541185,2024-05
2024-05-01 07:18:00,short,58342.8,58000.0,2024-05-01 07:25:00,0.824064,0.018783124163746834,3.9129325298066258,73.55626350483547,1879.8244780487069,7.0,0.0036610860989551254,take_profit,-0.003935306241752922,2024-05
2024-05-01 07:19:00,short,58385.1,58158.1,2024-05-01 07:23:00,0.8083348,0.018457531929016113,2.521584787899653,46.61393345754737,1848.5967111331727,7.0,0.003680190398848355,take_profit,0.0,2024-05
2024-05-01 07:20:00,short,58288.1,58000.0,2024-05-01 07:25:00,0.8030207,0.01834752969443798,3.2598828920482736,59.93082125127461,1838.4347915522337,7.0,0.003679085720680301,take_profit,0.0,2024-05
2024-05-01 07:21:00,long,58400.0,58158.1,2024-05-01 07:23:00,0.7792544,0.017855564132332802,-3.0994863013698803,-55.48730164664242,1790.209610609303,7.0,0.003734595784140562,stop_loss,0.0,2024-05
2024-05-01 07:22:00,short,58244.6,58000.0,2024-05-01 07:25:00,0.8036223,0.01835998147726059,2.7396716605487716,50.403494339559224,1839.764051487218,7.0,0.003748126259618688,take_profit,-0.055343076431398956,2024-05
2024-05-02 01:36:00,short,57061.3,56963.2,2024-05-02 01:38:00,0.71600014,0.016546200960874557,1.0034426134701466,16.645587252916442,1658.8479529837773,7.0,0.0011977350860307955,time_exit,-0.0050705932350181065,2024-05
2024-05-02 01:37:00,short,56965.5,56984.3,2024-05-02 01:39:00,0.7482788,0.017214370891451836,-0.4310170190729834,-7.439880533843148,1726.1222189890755,7.0,0.0012224932903616313,time_exit,0.0,2024-05
