timestamp,direction,entry_price,exit_price,exit_time,confidence,position_size,pnl_pct,pnl_dollar,position_value,leverage,volatility,exit_reason,month
2024-05-01 00:32:00,short,60058.0,60266.8,2024-05-01 00:42:00,0.6537132,0.020305352,-1.192991774617884,-24.224118851075684,2030.5352783203125,3.0,0.0011418806440634595,time_exit,2024-05
2024-05-01 07:07:00,short,59037.0,58483.8,2024-05-01 07:17:00,0.6260856,0.019819105,2.6611184511407955,52.72821007854505,1981.430404044622,3.0,0.0008341656862742079,time_exit,2024-05
2024-05-01 07:08:00,short,58185.1,58342.8,2024-05-01 07:18:00,0.94945705,0.025510443,-0.9630947613736387,-24.575977537183146,2551.771489456658,3.0,0.0032059586944867186,time_exit,2024-05
2024-05-01 07:09:00,short,58451.1,58385.1,2024-05-01 07:19:00,0.95832765,0.025666567,0.18874469428291338,4.844618554372098,2566.7574777547907,3.0,0.003453369032386547,time_exit,2024-05
2024-05-01 07:10:00,short,58535.8,58288.1,2024-05-01 07:20:00,0.9067092,0.024758082,1.1194795321837459,27.71859738938775,2476.0253843424584,3.0,0.0034955230662001985,time_exit,2024-05
2024-05-01 07:11:00,long,58385.0,58568.9,2024-05-01 07:16:00,0.8812188,0.024309449,0.7949344865975925,19.331471016612724,2431.831973896812,3.0,0.0034973893020791218,time_exit,2024-05
2024-05-01 07:12:00,long,58570.1,58483.8,2024-05-01 07:17:00,0.8512429,0.023781875,-0.5920344168782142,-14.087548262254165,2379.515085717065,3.0,0.003624590276486847,time_exit,2024-05
2024-05-01 07:13:00,short,58530.3,58158.1,2024-05-01 07:23:00,0.8251172,0.023322063,1.7577298424918595,41.01099426378072,2333.1796088550877,3.0,0.0036195270669346995,time_exit,2024-05
2024-05-01 07:14:00,long,58487.3,58483.8,2024-05-01 07:17:00,0.7851635,0.022618877,-0.16795261535410252,-3.8020429566755007,2263.759304170091,3.0,0.00361733734548523,time_exit,2024-05
2024-05-01 07:15:00,short,58432.5,58000.0,2024-05-01 07:25:00,0.85331595,0.023818363,2.070510845847773,49.355110159303365,2383.7165720856133,3.0,0.003616689267669675,time_exit,2024-05
2024-05-01 07:16:00,long,58568.9,58400.0,2024-05-01 07:21:00,0.8416203,0.023612518,-1.015134909482685,-24.00064438995544,2364.281256191477,3.0,0.003660407381962966,time_exit,2024-05
2024-05-01 07:17:00,short,58483.8,57844.2,2024-05-01 07:27:00,0.85385877,0.023827914,3.1309085592933723,74.6808303154765,2385.276634598729,3.0,0.003662115967735976,take_profit,2024-05
