timestamp,direction,entry_price,exit_price,exit_time,confidence,position_size,pnl_pct,pnl_dollar,position_value,leverage,volatility,drawdown_at_entry
2024-05-01 07:08:00,short,58185.1,58342.8,2024-05-01 07:18:00,0.94945705,0.025,-0.9630947613736387,-24.07736903434097,2500.0,3.0,0.0032059586944867186,0.0
2024-05-01 07:09:00,short,58451.1,58385.0,2024-05-01 07:11:00,0.95832765,0.025,0.18925794381969827,4.730309387153451,2499.3980657741417,3.0,0.003453369032386547,0.0
2024-05-01 07:10:00,short,58535.8,58288.1,2024-05-01 07:20:00,0.9067092,0.02364153228700161,1.1194795321837459,26.46109107103331,2363.6958345648536,3.0,0.0034955230662001985,0.0
2024-05-01 07:11:00,long,58385.0,58568.9,2024-05-01 07:16:00,0.8812188,0.02272387593984604,0.7949344865975925,18.065277731862686,2272.5492523521116,3.0,0.0034973893020791218,0.0
2024-05-01 07:12:00,long,58570.1,58487.3,2024-05-01 07:14:00,0.8512429,0.021644745022058487,-0.574107180967741,-12.429532429945677,2165.019501932356,3.0,0.003624590276486847,0.0
2024-05-01 07:13:00,short,58530.3,58158.1,2024-05-01 07:23:00,0.8251172,0.02070421725511551,1.7577298424918595,36.39706048711471,2070.6856996588353,3.0,0.0036195270669346995,-0.012426403547379405
2024-05-01 07:14:00,long,58487.3,58568.9,2024-05-01 07:16:00,0.7851635,0.01926588825881481,0.2685524036842111,5.176443409522077,1927.5356833554988,3.0,0.00361733734548523,0.0
2024-05-01 07:15:00,short,58432.5,58000.0,2024-05-01 07:25:00,0.85331595,0.021719373762607574,2.070510845847773,44.99462822786743,2173.1172438966064,3.0,0.003616689267669675,0.0
2024-05-01 07:16:00,long,58568.9,57865.9,2024-05-01 07:26:00,0.8416203,0.021298332139849663,-3.750887160250577,-79.96698329214644,2131.948519795095,3.0,0.003660407381962966,0.0
2024-05-01 07:17:00,short,58483.8,57844.2,2024-05-01 07:27:00,0.85385877,0.021738916635513306,3.1309085592933723,68.07573089924396,2174.312331708859,3.0,0.003662115967735976,-0.07988764055811781
2024-05-01 07:18:00,short,58342.8,58000.0,2024-05-01 07:25:00,0.824064,0.020666304975748062,1.6126853699171253,33.357385457240895,2068.4372835201643,3.0,0.0036610860989551254,-0.011879453967639479
2024-05-01 07:19:00,short,58385.1,57865.9,2024-05-01 07:26:00,0.8083348,0.020100055262446404,2.5178039431293113,50.66912478290048,2012.433292161946,3.0,0.003680190398848355,0.0
2024-05-01 07:20:00,short,58288.1,57844.2,2024-05-01 07:27:00,0.8030207,0.01990874670445919,2.134685896435129,42.57178655124204,1994.2880881133774,3.0,0.003679085720680301,0.0
2024-05-01 07:21:00,long,58400.0,57783.4,2024-05-01 07:31:00,0.7792544,0.019053157418966293,-3.3174657534246506,-63.34347854660472,1909.393593022465,3.0,0.003734595784140562,0.0
2024-05-01 07:22:00,short,58244.6,57844.2,2024-05-01 07:27:00,0.8036223,0.0199304036796093,1.9123371093629355,38.17108077182875,1996.0435105787826,3.0,0.003748126259618688,-0.06320819723203357
2024-05-01 07:23:00,short,58158.1,57752.5,2024-05-01 07:33:00,0.7995547,0.019783969968557358,1.9422279097838402,38.49754519335799,1982.1332501417185,3.0,0.003749354412304966,-0.025118637622347204
2024-05-01 07:24:00,short,58186.6,57865.9,2024-05-01 07:26:00,0.7597142,0.01834971085190773,1.5034734801483354,27.651025670318234,1839.142893800171,3.0,0.003763773969405005,0.0
2024-05-01 07:25:00,short,58000.0,57275.1,2024-05-01 07:35:00,0.84448344,0.021401405334472656,3.599482758620697,77.23042705260498,2145.597915912765,3.0,0.0037984278018131077,0.0
2024-05-01 07:26:00,short,57865.9,57050.1,2024-05-01 07:36:00,0.8987658,0.023355567827820778,4.079433915311105,95.59403741151911,2343.316239361827,3.0,0.0038009331186506703,0.0
