timestamp,direction,entry_price,exit_price,exit_time,confidence,position_size,pnl_pct,pnl_dollar,position_value,leverage,volatility,exit_reason
2024-05-01 00:32:00,short,60058.0,60266.8,2024-05-01 00:42:00,0.6537132,0.045500000000000006,-1.192991774617884,-54.28112574511373,4550.000000000001,3.0,0.0011418806440634595,time_exit
2024-05-01 07:07:00,short,59037.0,58535.8,2024-05-01 07:10:00,0.6260856,0.027300000000000005,2.3968773819807767,65.39923380777445,2728.518125267159,3.0,0.0008341656862742079,take_profit
2024-05-01 07:08:00,short,58185.1,58342.8,2024-05-01 07:18:00,0.94945705,0.05,-0.9630947613736387,-48.16009196449771,5000.555905403134,3.0,0.0032059586944867186,time_exit
2024-05-01 07:09:00,short,58451.1,58385.1,2024-05-01 07:19:00,0.95832765,0.05,0.18874469428291338,9.433738975182079,4998.147900804909,3.0,0.003453369032386547,time_exit
2024-05-01 07:10:00,short,58535.8,58288.1,2024-05-01 07:20:00,0.9067092,0.05,1.1194795321837459,55.95852317662985,4998.619587753668,3.0,0.0034955230662001985,time_exit
2024-05-01 07:11:00,long,58385.0,58568.9,2024-05-01 07:16:00,0.8812188,0.05,0.7949344865975925,39.75799263682241,5001.4175139125,3.0,0.0034973893020791218,time_exit
2024-05-01 07:12:00,long,58570.1,58483.8,2024-05-01 07:17:00,0.8512429,0.05,-0.5920344168782142,-29.621882064130237,5003.40541354434,3.0,0.003624590276486847,time_exit
2024-05-01 07:13:00,short,58530.3,58158.1,2024-05-01 07:23:00,0.8251172,0.05,1.7577298424918595,87.92031646167466,5001.924319441134,3.0,0.0036195270669346995,time_exit
2024-05-01 07:14:00,long,58487.3,58483.8,2024-05-01 07:17:00,0.7851635,0.05,-0.16795261535410252,-8.408245936080528,5006.320335264218,3.0,0.00361733734548523,time_exit
2024-05-01 07:15:00,short,58432.5,58000.0,2024-05-01 07:25:00,0.85331595,0.05,2.070510845847773,103.6477008373256,5005.899922967414,3.0,0.003616689267669675,time_exit
2024-05-01 07:16:00,long,58568.9,57865.9,2024-05-01 07:26:00,0.8416203,0.05,-3.750887160250577,-187.96004288070833,5011.08230800928,3.0,0.003660407381962966,stop_loss
2024-05-01 07:17:00,short,58483.8,57844.2,2024-05-01 07:27:00,0.85385877,0.05,3.1309085592933723,156.59816204116825,5001.684305865245,3.0,0.003662115967735976,time_exit
2024-05-01 07:18:00,short,58342.8,57879.9,2024-05-01 07:28:00,0.824064,0.05,2.2302422921080303,111.72430462906195,5009.514213967303,3.0,0.0036610860989551254,time_exit
2024-05-01 07:19:00,short,58385.1,57865.9,2024-05-01 07:26:00,0.8083348,0.05,2.5178039431293113,126.27039635826128,5015.100429198756,3.0,0.003680190398848355,time_exit
